prob_A,prob_D,prob_H,match_id
0.04830460540111095,0.422270703182359,0.5294246914165301,1
0.17061265197542996,0.3479967886603189,0.4813905593642512,2
0.12128903157396478,0.3316594985897717,0.5470514698362636,3
0.08864410801264462,0.4334237879218375,0.47793210406551795,4
0.8004462149975409,0.13374439551965703,0.06580938948280221,5
0.13392821453605364,0.22767707498286271,0.6383947104810836,6
0.1829875780986783,0.3888074708566832,0.42820495104463846,7
0.44798422229305385,0.1842041446540281,0.36781163305291814,8
0.011866437517380127,0.32327788452015294,0.664855677962467,9
0.04717807601376514,0.32281586861149925,0.6300060553747356,10
0.2013008838616921,0.2472337330089716,0.5514653831293362,11
0.10358573592410913,0.3888014350472499,0.507612829028641,12
0.006525094654050036,0.1991241019990519,0.7943508033468981,13
0.026793207580508748,0.2519498434655626,0.7212569489539288,14
0.5886927316341546,0.14728197120978545,0.26402529715605993,15
0.03266394341229843,0.11780096124661868,0.849535095341083,16
0.04504713312919615,0.37636426461251216,0.5785886022582917,17
0.6761511846308039,0.1971102707087165,0.12673854466047957,18
0.04521889704041816,0.4272503846327872,0.5275307183267948,19
0.023221320164587916,0.21974970518503883,0.7570289746503732,20
0.005310120580846589,0.406416966609686,0.5882729128094675,21
0.0359275215962483,0.3497114219903606,0.6143610564133911,22
0.10799111509739233,0.18612958970583207,0.7058792951967756,23
0.48224899596711274,0.29330505633988807,0.22444594769299914,24
0.1699498104274764,0.3550620808587103,0.47498810871381325,25
0.11571145804441715,0.29113926247103694,0.5931492794845459,26
0.033353637984111346,0.09851672482950571,0.868129637186383,27
0.08811688739472726,0.4341535063182298,0.477729606287043,28
0.01027413875898207,0.2521312868956659,0.737594574345352,29
0.6565460553743928,0.1376896359601356,0.20576430866547157,30
0.09167406964538498,0.5382414388678479,0.3700844914867671,31
0.04981720513858463,0.32528406303210117,0.6248987318293142,32
0.09458136466966466,0.3730157101775524,0.5324029251527829,33
0.03211733010403277,0.31045337658526917,0.657429293310698,34
0.042996315563450065,0.463783779548326,0.493219904888224,35
0.4126680741798159,0.1718413962744562,0.415490529545728,36
0.026608510112002774,0.3019734051434063,0.671418084744591,37
0.48380851165181926,0.1647230644038859,0.35146842394429484,38
0.0036907811472498336,0.35248521102984276,0.6438240078229074,39
0.06771534557853295,0.2362680566767406,0.6960165977447265,40
0.0027675924295622514,0.17144984102907754,0.8257825665413602,41
0.2553714258746032,0.35593574417666685,0.38869282994872995,42
0.03560542561396017,0.41107325296979685,0.553321321416243,43
0.5284644958353322,0.3144587120685394,0.1570767920961284,44
0.007220914578457915,0.41327081481623,0.5795082706053122,45
0.05291166609068811,0.35681907743263663,0.5902692564766753,46
0.010993856662205235,0.27914278871523096,0.7098633546225639,47
0.5746862380417435,0.23921647180986616,0.1860972901483905,48
0.22635119630133463,0.3037491755128046,0.46989962818586084,49
0.5858662112501448,0.17429596131580577,0.23983782743404947,50
0.17772782990590605,0.326448438808734,0.49582373128535995,51
0.05612012121027961,0.07183389806672422,0.8720459807229961,52
0.7875288253388087,0.09524304227146439,0.11722813238972682,53
0.015473339540260806,0.23374084744141302,0.7507858130183263,54
0.244412933953054,0.31308946458269393,0.4424976014642521,55
0.30033563824608667,0.36841254909748516,0.33125181265642817,56
0.6317126207379719,0.31674583217936236,0.05154154708266576,57
0.5697572793529176,0.1789639196178992,0.2512788010291831,58
0.8083467715942517,0.058636465545735726,0.13301676286001257,59
0.17668496620600063,0.27849508741115797,0.5448199463828414,60
0.9399344269219261,0.025341625684927618,0.034723947393146375,61
0.20390105752474968,0.2903204659814888,0.5057784764937616,62
0.8486994533182486,0.06137477052227417,0.08992577615947732,63
0.18046974091115134,0.1977841956906573,0.6217460633981914,64
